lead_id,contact_id,account_id,campaign_id,status,created_at,mql_date,sql_date,is_converted
LD-13192,CON-12268,ACC-1824,CMP-62,Raw,2023-11-24,,,False
LD-13193,CON-6709,ACC-7957,CMP-82,Raw,2023-06-08,,,False
LD-13194,CON-10023,ACC-6887,CMP-13,Raw,2023-08-05,,,False
LD-13195,CON-900,ACC-2228,CMP-48,MQL,2023-07-28,2023-07-30,,False
LD-13196,,ACC-5829,CMP-62,Raw,2023-08-22,,,False
LD-13197,CON-4264,ACC-4498,CMP-60,Raw,2023-06-23,,,False
LD-13198,CON-14422,ACC-7003,CMP-72,Raw,2022-05-24,,,False
LD-13199,CON-3847,ACC-5657,CMP-0,MQL,2022-07-07,2022-07-09,,False
LD-13200,,ACC-626,CMP-45,Raw,2023-09-30,,,False
LD-13201,,ACC-7119,CMP-81,MQL,2023-06-29,2023-07-02,,False
LD-13202,,ACC-9847,CMP-49,Raw,2023-10-21,,,False
LD-13203,CON-1913,ACC-6489,CMP-80,Raw,2022-12-30,,,False
LD-13204,,ACC-9716,CMP-83,Raw,2022-12-07,,,False
LD-13205,CON-8197,ACC-9831,CMP-82,Raw,2023-10-28,,,False
LD-13206,CON-19394,ACC-5105,CMP-43,MQL,2023-03-20,2023-03-21,,False
LD-13207,CON-7942,ACC-1319,CMP-48,Raw,2023-08-22,,,False
LD-13208,,ACC-4561,CMP-0,Raw,2022-10-07,,,False
LD-13209,,ACC-9368,CMP-44,Raw,2022-11-25,,,False
LD-13210,,ACC-4029,CMP-33,SQL,2023-11-14,2023-11-17,2023-11-24,False
LD-13211,,ACC-4921,CMP-23,Raw,2023-10-21,,,False
LD-13212,CON-954,ACC-7495,CMP-41,Raw,2023-06-26,,,False
LD-13213,,ACC-5358,CMP-75,SQL,2023-02-09,2023-02-13,2023-02-22,False
LD-13214,,ACC-4103,CMP-25,Raw,2022-11-19,,,False
LD-13215,CON-3089,ACC-1437,CMP-86,Raw,2023-11-13,,,False
LD-13216,CON-2385,ACC-5280,CMP-14,Raw,2023-11-19,,,False
LD-13217,,ACC-7200,CMP-2,Raw,2022-09-15,,,False
LD-13218,CON-5771,ACC-6524,CMP-58,Raw,2023-12-11,,,False
LD-13219,CON-667,ACC-8950,CMP-48,SQL,2023-09-05,2023-09-08,2023-09-14,False
LD-13220,,ACC-1352,CMP-11,Raw,2023-12-18,,,False
LD-13221,CON-18497,ACC-537,CMP-98,Raw,2023-01-15,,,False
LD-13222,,ACC-9054,CMP-10,Raw,2023-10-17,,,False
LD-13223,,ACC-5870,CMP-21,MQL,2023-11-26,2023-11-28,,False
LD-13224,,ACC-4055,CMP-72,Raw,2022-04-22,,,False
LD-13225,,ACC-4727,CMP-66,Raw,2023-11-28,,,False
LD-13226,CON-15913,ACC-3121,CMP-62,Raw,2023-08-21,,,False
LD-13227,CON-13660,ACC-6473,CMP-68,Raw,2023-08-16,,,False
LD-13228,,ACC-915,CMP-10,Raw,2023-05-28,,,False
LD-13229,,ACC-9784,CMP-79,SQL,2023-12-07,2023-12-12,2023-12-14,False
LD-13230,,ACC-1878,CMP-51,Raw,2023-11-22,,,False
LD-13231,,ACC-218,CMP-27,Raw,2023-09-13,,,False
LD-13232,CON-318,ACC-4256,CMP-17,MQL,2023-04-18,2023-04-23,,False
LD-13233,,ACC-513,CMP-89,Raw,2023-07-15,,,False
LD-13234,,ACC-2634,CMP-26,MQL,2022-03-02,2022-03-05,,False
LD-13235,,ACC-1825,CMP-8,MQL,2023-12-14,2023-12-15,,False
LD-13236,,ACC-2379,CMP-54,MQL,2023-10-20,2023-10-22,,False
LD-13237,CON-10687,ACC-7334,CMP-3,Raw,2022-08-27,,,False
LD-13238,CON-1333,ACC-2433,CMP-9,Raw,2022-06-16,,,False
LD-13239,CON-8564,ACC-1124,CMP-67,Raw,2023-05-05,,,False
LD-13240,,ACC-9664,CMP-48,Converted,2023-11-13,2023-11-17,2023-11-25,True
LD-13241,,ACC-9824,CMP-68,Raw,2023-01-30,,,False
LD-13242,CON-9603,ACC-378,CMP-54,Raw,2023-12-13,,,False
LD-13243,CON-6956,ACC-2579,CMP-45,SQL,2023-11-13,2023-11-14,2023-11-25,False
LD-13244,CON-4498,ACC-6586,CMP-69,SQL,2023-07-17,2023-07-20,2023-08-03,False
LD-13245,,ACC-5579,CMP-69,Raw,2023-06-04,,,False
LD-13246,,ACC-6875,CMP-69,MQL,2023-04-18,2023-04-20,,False
LD-13247,,ACC-897,CMP-26,Raw,2023-01-25,,,False
LD-13248,,ACC-8758,CMP-46,MQL,2023-09-01,2023-09-03,,False
LD-13249,,ACC-1529,CMP-46,Raw,2022-08-26,,,False
LD-13250,CON-6618,ACC-677,CMP-82,Raw,2023-09-20,,,False
LD-13251,CON-7534,ACC-3342,CMP-80,Raw,2023-11-22,,,False
LD-13252,CON-7977,ACC-9924,CMP-72,Raw,2023-09-09,,,False
LD-13253,,ACC-4081,CMP-70,Raw,2023-10-13,,,False
LD-13254,,ACC-5590,CMP-72,Raw,2023-09-14,,,False
LD-13255,,ACC-6295,CMP-22,Raw,2023-12-09,,,False
LD-13256,,ACC-1227,CMP-48,Raw,2023-10-22,,,False
LD-13257,,ACC-2896,CMP-91,MQL,2023-01-02,2023-01-04,,False
LD-13258,,ACC-5825,CMP-44,MQL,2023-12-19,2023-12-24,,False
LD-13259,,ACC-4109,CMP-83,Raw,2022-12-30,,,False
LD-13260,,ACC-3971,CMP-84,Raw,2023-12-25,,,False
LD-13261,CON-14329,ACC-7930,CMP-71,Raw,2023-09-15,,,False
LD-13262,CON-10207,ACC-238,CMP-61,MQL,2023-05-10,2023-05-11,,False
LD-13263,CON-17,ACC-7806,CMP-22,SQL,2023-12-26,2023-12-27,2024-01-01,False
LD-13264,CON-799,ACC-3596,CMP-85,SQL,2023-04-12,2023-04-16,2023-04-28,False
LD-13265,CON-9985,ACC-1321,CMP-90,Raw,2023-12-10,,,False
LD-13266,,ACC-3194,CMP-99,Raw,2023-10-09,,,False
LD-13267,CON-11649,ACC-1234,CMP-96,MQL,2023-10-24,2023-10-26,,False
LD-13268,CON-18060,ACC-6006,CMP-3,MQL,2023-07-02,2023-07-05,,False
LD-13269,CON-3499,ACC-7871,CMP-24,Raw,2023-03-26,,,False
LD-13270,,ACC-8557,CMP-75,Raw,2023-01-16,,,False
LD-13271,CON-14086,ACC-1731,CMP-7,MQL,2022-02-17,2022-02-18,,False
LD-13272,,ACC-2848,CMP-7,Raw,2022-04-19,,,False
LD-13273,,ACC-3072,CMP-12,Raw,2023-06-16,,,False
LD-13274,,ACC-325,CMP-13,Raw,2023-03-26,,,False
LD-13275,CON-7745,ACC-5108,CMP-68,Raw,2022-12-10,,,False
LD-13276,,ACC-3589,CMP-68,Raw,2023-05-14,,,False
LD-13277,CON-2016,ACC-6420,CMP-23,Raw,2022-05-07,,,False
LD-13278,,ACC-2021,CMP-1,Raw,2022-07-22,,,False
LD-13279,,ACC-4693,CMP-53,Raw,2023-05-14,,,False
LD-13280,CON-4998,ACC-4795,CMP-18,MQL,2023-08-20,2023-08-24,,False
LD-13281,,ACC-6221,CMP-39,Raw,2023-05-12,,,False
LD-13282,CON-6639,ACC-3455,CMP-75,Converted,2022-07-31,2022-08-05,2022-08-16,True
LD-13283,,ACC-6130,CMP-16,Raw,2023-12-08,,,False
LD-13284,CON-15647,ACC-8872,CMP-46,Raw,2023-12-08,,,False
LD-13285,,ACC-928,CMP-0,Raw,2022-04-02,,,False
LD-13286,CON-5044,ACC-4407,CMP-25,Raw,2023-09-10,,,False
LD-13287,,ACC-7392,CMP-98,Raw,2023-05-22,,,False
LD-13288,,ACC-5534,CMP-68,Raw,2023-12-30,,,False
LD-13289,,ACC-7985,CMP-14,Raw,2023-09-01,,,False
LD-13290,,ACC-8265,CMP-5,Raw,2023-10-24,,,False
LD-13291,,ACC-861,CMP-95,Raw,2023-03-31,,,False
LD-13292,CON-6207,ACC-176,CMP-26,Raw,2022-03-24,,,False
LD-13293,CON-12903,ACC-4292,CMP-22,Raw,2023-12-11,,,False
LD-13294,CON-7042,ACC-5194,CMP-70,Raw,2023-11-17,,,False
LD-13295,CON-2158,ACC-929,CMP-42,Raw,2023-08-31,,,False
LD-13296,,ACC-8366,CMP-43,Raw,2023-03-25,,,False
LD-13297,,ACC-4224,CMP-65,Raw,2022-12-21,,,False
LD-13298,CON-18038,ACC-3970,CMP-2,MQL,2022-09-29,2022-10-01,,False
LD-13299,,ACC-7103,CMP-81,Raw,2023-11-06,,,False
LD-13300,,ACC-2509,CMP-46,Raw,2023-09-27,,,False
LD-13301,CON-10161,ACC-5942,CMP-46,MQL,2022-12-10,2022-12-12,,False
LD-13302,CON-570,ACC-7798,CMP-60,SQL,2023-12-02,2023-12-07,2023-12-09,False
LD-13303,,ACC-3553,CMP-52,Raw,2023-11-04,,,False
LD-13304,,ACC-1506,CMP-99,Raw,2023-09-16,,,False
LD-13305,,ACC-7408,CMP-37,Raw,2023-03-07,,,False
LD-13306,CON-1165,ACC-310,CMP-77,Raw,2023-05-23,,,False
LD-13307,,ACC-729,CMP-65,Raw,2023-08-07,,,False
LD-13308,CON-5447,ACC-5748,CMP-60,Raw,2023-11-09,,,False
LD-13309,,ACC-4273,CMP-52,Raw,2023-11-25,,,False
LD-13310,CON-3542,ACC-5598,CMP-8,Raw,2023-12-17,,,False
LD-13311,,ACC-1517,CMP-37,MQL,2023-10-28,2023-11-02,,False
LD-13312,CON-17198,ACC-7940,CMP-95,MQL,2022-12-27,2023-01-01,,False
LD-13313,CON-8430,ACC-474,CMP-53,SQL,2022-11-02,2022-11-04,2022-11-05,False
LD-13314,,ACC-9969,CMP-7,Raw,2022-05-10,,,False
LD-13315,,ACC-3844,CMP-35,Raw,2023-06-11,,,False
LD-13316,CON-4251,ACC-2357,CMP-67,Raw,2023-07-27,,,False
LD-13317,,ACC-5725,CMP-33,Raw,2023-04-18,,,False
LD-13318,,ACC-975,CMP-56,MQL,2023-07-17,2023-07-18,,False
LD-13319,,ACC-4030,CMP-7,Raw,2023-10-28,,,False
LD-13320,CON-3772,ACC-6117,CMP-62,Raw,2023-11-23,,,False
LD-13321,,ACC-8952,CMP-25,Raw,2023-07-23,,,False
LD-13322,CON-12508,ACC-4912,CMP-39,Raw,2023-09-05,,,False
LD-13323,CON-14411,ACC-7086,CMP-22,MQL,2023-12-31,2024-01-03,,False
LD-13324,CON-13198,ACC-4052,CMP-97,MQL,2023-11-22,2023-11-23,,False
LD-13325,CON-13063,ACC-9594,CMP-19,Raw,2023-09-07,,,False
LD-13326,CON-18448,ACC-2059,CMP-34,Raw,2023-06-19,,,False
LD-13327,CON-14876,ACC-7669,CMP-17,Raw,2023-11-15,,,False
LD-13328,CON-17643,ACC-4696,CMP-18,MQL,2022-11-29,2022-11-30,,False
LD-13329,CON-12597,ACC-2575,CMP-54,Raw,2023-09-24,,,False
LD-13330,CON-19454,ACC-9680,CMP-6,MQL,2023-11-23,2023-11-28,,False
LD-13331,CON-8495,ACC-6826,CMP-88,SQL,2023-02-15,2023-02-16,2023-02-24,False
LD-13332,,ACC-2894,CMP-15,Raw,2022-08-30,,,False
LD-13333,,ACC-5286,CMP-81,Raw,2023-11-12,,,False
LD-13334,CON-13899,ACC-3787,CMP-70,Raw,2023-11-17,,,False
LD-13335,,ACC-215,CMP-26,Raw,2023-04-24,,,False
LD-13336,,ACC-775,CMP-60,Raw,2023-06-09,,,False
LD-13337,CON-8329,ACC-933,CMP-0,Raw,2022-11-11,,,False
LD-13338,CON-13891,ACC-4333,CMP-34,Raw,2023-06-25,,,False
LD-13339,,ACC-451,CMP-51,Raw,2023-07-13,,,False
LD-13340,,ACC-6693,CMP-82,Raw,2023-08-01,,,False
LD-13341,CON-1261,ACC-1288,CMP-4,Raw,2022-07-16,,,False
LD-13342,CON-5911,ACC-4033,CMP-65,Raw,2023-10-13,,,False
LD-13343,,ACC-3819,CMP-19,Raw,2023-06-20,,,False
LD-13344,CON-18162,ACC-2604,CMP-56,Raw,2023-03-18,,,False
LD-13345,CON-9083,ACC-4211,CMP-27,Raw,2023-08-31,,,False
LD-13346,CON-10202,ACC-9687,CMP-70,Raw,2023-11-01,,,False
LD-13347,,ACC-9738,CMP-20,SQL,2023-12-19,2023-12-24,2024-01-05,False
LD-13348,CON-3735,ACC-4041,CMP-81,Raw,2023-10-19,,,False
LD-13349,CON-15425,ACC-544,CMP-57,MQL,2023-10-29,2023-11-01,,False
LD-13350,,ACC-1839,CMP-8,Raw,2023-11-28,,,False
LD-13351,CON-14863,ACC-6243,CMP-42,Raw,2023-08-28,,,False
LD-13352,CON-8263,ACC-626,CMP-38,Raw,2023-01-26,,,False
LD-13353,,ACC-9907,CMP-11,SQL,2023-12-13,2023-12-18,2023-12-25,False
LD-13354,,ACC-6589,CMP-10,Raw,2023-09-30,,,False
LD-13355,,ACC-224,CMP-21,SQL,2023-06-13,2023-06-14,2023-06-22,False
LD-13356,,ACC-2090,CMP-68,Raw,2023-10-16,,,False
LD-13357,CON-11558,ACC-1059,CMP-5,Raw,2023-12-11,,,False
LD-13358,,ACC-8361,CMP-25,Raw,2023-02-16,,,False
LD-13359,,ACC-6728,CMP-95,Raw,2023-06-12,,,False
LD-13360,CON-17569,ACC-5288,CMP-29,Raw,2023-08-10,,,False
LD-13361,,ACC-6205,CMP-21,Raw,2023-07-05,,,False
LD-13362,,ACC-6916,CMP-55,Raw,2023-04-21,,,False
LD-13363,CON-7394,ACC-3501,CMP-26,MQL,2023-08-26,2023-08-27,,False
LD-13364,,ACC-2657,CMP-91,Raw,2023-10-31,,,False
LD-13365,,ACC-8494,CMP-41,Raw,2023-12-01,,,False
LD-13366,CON-12829,ACC-3612,CMP-43,Raw,2023-04-30,,,False
LD-13367,CON-278,ACC-7105,CMP-39,Raw,2023-04-30,,,False
LD-13368,CON-13757,ACC-9344,CMP-36,SQL,2023-02-26,2023-03-01,2023-03-10,False
LD-13369,CON-15579,ACC-6827,CMP-46,Raw,2023-01-04,,,False
LD-13370,,ACC-7084,CMP-36,Raw,2023-06-08,,,False
LD-13371,,ACC-292,CMP-0,Raw,2023-03-19,,,False
LD-13372,,ACC-7615,CMP-31,Raw,2023-06-18,,,False
LD-13373,,ACC-3387,CMP-86,Raw,2023-12-14,,,False
LD-13374,,ACC-3742,CMP-11,Raw,2023-08-02,,,False
LD-13375,,ACC-408,CMP-13,Raw,2023-06-13,,,False
LD-13376,,ACC-7939,CMP-85,Raw,2023-12-04,,,False
LD-13377,,ACC-2115,CMP-95,Raw,2023-02-01,,,False
LD-13378,CON-14037,ACC-336,CMP-22,Raw,2023-11-19,,,False
LD-13379,CON-17303,ACC-5444,CMP-77,MQL,2023-04-17,2023-04-20,,False
LD-13380,,ACC-8676,CMP-75,Raw,2023-06-24,,,False
LD-13381,,ACC-2002,CMP-46,MQL,2022-11-18,2022-11-22,,False
LD-13382,,ACC-78,CMP-86,Raw,2023-06-28,,,False
LD-13383,CON-9506,ACC-5684,CMP-12,Raw,2023-12-29,,,False
LD-13384,CON-11642,ACC-3179,CMP-88,Raw,2022-11-16,,,False
LD-13385,,ACC-8639,CMP-86,Raw,2023-08-31,,,False
LD-13386,,ACC-7837,CMP-60,Raw,2023-10-08,,,False
LD-13387,CON-10135,ACC-1564,CMP-71,MQL,2023-06-20,2023-06-21,,False
LD-13388,CON-12337,ACC-339,CMP-88,Raw,2023-08-13,,,False
LD-13389,CON-13416,ACC-7506,CMP-88,MQL,2023-09-16,2023-09-21,,False
LD-13390,,ACC-1092,CMP-45,Raw,2023-11-30,,,False
LD-13391,CON-3734,ACC-6848,CMP-77,Raw,2023-01-13,,,False
LD-13392,,ACC-4540,CMP-3,Raw,2023-06-21,,,False
LD-13393,,ACC-3944,CMP-4,SQL,2022-11-12,2022-11-17,2022-11-29,False
LD-13394,CON-18941,ACC-7696,CMP-6,Raw,2023-10-09,,,False
LD-13395,,ACC-8318,CMP-89,Raw,2023-06-02,,,False
LD-13396,CON-1262,ACC-6537,CMP-32,Raw,2023-05-10,,,False
LD-13397,,ACC-7803,CMP-64,MQL,2023-12-20,2023-12-23,,False
LD-13398,CON-1185,ACC-7216,CMP-80,MQL,2023-02-26,2023-02-28,,False
LD-13399,CON-15488,ACC-2316,CMP-43,MQL,2023-09-09,2023-09-13,,False
LD-13400,CON-2199,ACC-1680,CMP-34,Raw,2023-09-24,,,False
LD-13401,CON-7808,ACC-6732,CMP-86,Raw,2023-06-04,,,False
LD-13402,,ACC-4505,CMP-1,MQL,2023-11-07,2023-11-08,,False
LD-13403,CON-7834,ACC-8943,CMP-51,Raw,2023-06-07,,,False
LD-13404,CON-14908,ACC-169,CMP-39,Raw,2023-10-24,,,False
LD-13405,CON-10038,ACC-9639,CMP-26,Raw,2023-06-20,,,False
LD-13406,,ACC-2334,CMP-64,Raw,2022-12-30,,,False
LD-13407,CON-9571,ACC-1338,CMP-72,Raw,2023-03-09,,,False
LD-13408,CON-14075,ACC-4221,CMP-76,Raw,2023-03-31,,,False
LD-13409,,ACC-5573,CMP-14,Raw,2023-03-17,,,False
LD-13410,CON-6307,ACC-5654,CMP-30,Raw,2023-11-21,,,False
LD-13411,,ACC-4709,CMP-13,SQL,2023-06-03,2023-06-05,2023-06-10,False
LD-13412,,ACC-4751,CMP-2,MQL,2023-06-07,2023-06-11,,False
LD-13413,CON-15683,ACC-1978,CMP-83,Raw,2023-09-23,,,False
LD-13414,CON-1302,ACC-2448,CMP-75,Raw,2023-02-02,,,False
LD-13415,,ACC-4378,CMP-28,MQL,2023-07-23,2023-07-27,,False
LD-13416,,ACC-1302,CMP-9,Raw,2022-02-25,,,False
LD-13417,,ACC-2193,CMP-28,Raw,2023-10-11,,,False
LD-13418,,ACC-6259,CMP-87,MQL,2023-05-22,2023-05-23,,False
LD-13419,CON-75,ACC-8786,CMP-53,MQL,2022-11-08,2022-11-13,,False
LD-13420,CON-19428,ACC-3395,CMP-93,MQL,2023-12-06,2023-12-08,,False
LD-13421,,ACC-2027,CMP-85,SQL,2023-05-10,2023-05-14,2023-05-24,False
LD-13422,CON-9687,ACC-1914,CMP-86,Raw,2023-11-30,,,False
LD-13423,CON-3620,ACC-3687,CMP-4,MQL,2022-10-23,2022-10-25,,False
LD-13424,CON-3459,ACC-8987,CMP-19,MQL,2023-02-26,2023-03-02,,False
LD-13425,CON-7760,ACC-8005,CMP-66,SQL,2023-03-15,2023-03-18,2023-03-21,False
LD-13426,CON-6864,ACC-6719,CMP-57,Raw,2023-02-04,,,False
LD-13427,CON-11173,ACC-7507,CMP-24,Raw,2023-10-02,,,False
LD-13428,CON-8122,ACC-4996,CMP-13,Raw,2023-11-05,,,False
LD-13429,,ACC-3578,CMP-1,Raw,2023-07-26,,,False
LD-13430,CON-4269,ACC-7026,CMP-77,Raw,2022-11-22,,,False
LD-13431,,ACC-6941,CMP-73,Raw,2023-11-28,,,False
LD-13432,CON-14904,ACC-2917,CMP-61,MQL,2023-01-09,2023-01-11,,False
LD-13433,,ACC-6547,CMP-75,Raw,2022-04-28,,,False
LD-13434,,ACC-4142,CMP-25,Raw,2023-05-02,,,False
LD-13435,,ACC-5062,CMP-26,Raw,2023-05-11,,,False
LD-13436,CON-6225,ACC-5616,CMP-23,Raw,2022-10-17,,,False
LD-13437,CON-3347,ACC-3433,CMP-84,Raw,2023-09-28,,,False
LD-13438,,ACC-2072,CMP-66,MQL,2023-05-09,2023-05-14,,False
LD-13439,,ACC-9225,CMP-79,MQL,2023-11-07,2023-11-12,,False
LD-13440,CON-14222,ACC-3349,CMP-73,Raw,2023-12-21,,,False
LD-13441,CON-9768,ACC-5024,CMP-90,MQL,2023-10-05,2023-10-07,,False
LD-13442,,ACC-5561,CMP-33,Raw,2023-03-01,,,False
LD-13443,CON-13437,ACC-923,CMP-93,Raw,2023-12-27,,,False
LD-13444,CON-16452,ACC-4710,CMP-8,MQL,2023-11-14,2023-11-18,,False
LD-13445,CON-5548,ACC-9265,CMP-53,Raw,2023-05-10,,,False
LD-13446,,ACC-3635,CMP-80,Raw,2023-10-14,,,False
LD-13447,,ACC-2722,CMP-30,MQL,2023-09-23,2023-09-26,,False
LD-13448,,ACC-8190,CMP-91,MQL,2023-06-05,2023-06-08,,False
LD-13449,CON-2083,ACC-710,CMP-95,Raw,2022-06-30,,,False
LD-13450,,ACC-8663,CMP-77,Raw,2023-06-08,,,False
LD-13451,CON-6608,ACC-9429,CMP-24,Raw,2023-09-17,,,False
LD-13452,,ACC-312,CMP-48,MQL,2023-09-23,2023-09-25,,False
LD-13453,,ACC-9515,CMP-6,Raw,2023-12-28,,,False
LD-13454,,ACC-3383,CMP-26,Raw,2022-10-22,,,False
LD-13455,,ACC-8861,CMP-85,MQL,2023-06-19,2023-06-23,,False
LD-13456,CON-13298,ACC-488,CMP-27,Raw,2023-10-19,,,False
LD-13457,,ACC-1623,CMP-86,Converted,2023-11-01,2023-11-05,2023-11-15,True
LD-13458,CON-14938,ACC-9475,CMP-41,Converted,2023-12-10,2023-12-11,2023-12-21,True
LD-13459,CON-14284,ACC-4501,CMP-54,MQL,2023-11-30,2023-12-03,,False
LD-13460,,ACC-629,CMP-7,Raw,2023-05-09,,,False
LD-13461,CON-5966,ACC-2808,CMP-91,Raw,2023-08-05,,,False
LD-13462,CON-10979,ACC-7388,CMP-4,Raw,2023-06-25,,,False
LD-13463,CON-14212,ACC-4750,CMP-57,Raw,2023-11-09,,,False
LD-13464,CON-9815,ACC-3675,CMP-79,Raw,2023-10-03,,,False
LD-13465,CON-4711,ACC-3169,CMP-57,Raw,2022-07-30,,,False
LD-13466,,ACC-5061,CMP-6,SQL,2023-10-28,2023-10-30,2023-11-11,False
LD-13467,,ACC-6037,CMP-62,Raw,2023-06-02,,,False
LD-13468,CON-11340,ACC-2349,CMP-45,Raw,2023-09-16,,,False
LD-13469,,ACC-7025,CMP-1,Raw,2022-11-09,,,False
LD-13470,,ACC-9164,CMP-91,Raw,2023-09-15,,,False
LD-13471,CON-16016,ACC-2175,CMP-75,SQL,2023-02-05,2023-02-06,2023-02-07,False
LD-13472,,ACC-5306,CMP-92,Raw,2023-11-29,,,False
LD-13473,CON-6796,ACC-9325,CMP-70,SQL,2023-11-30,2023-12-01,2023-12-11,False
LD-13474,,ACC-9547,CMP-25,MQL,2022-11-18,2022-11-22,,False
LD-13475,CON-10754,ACC-2916,CMP-90,Raw,2023-03-08,,,False
LD-13476,,ACC-6143,CMP-7,Raw,2022-05-31,,,False
LD-13477,,ACC-860,CMP-87,MQL,2023-09-18,2023-09-21,,False
LD-13478,CON-10625,ACC-3546,CMP-90,Raw,2022-11-07,,,False
LD-13479,,ACC-8089,CMP-54,Raw,2023-11-06,,,False
LD-13480,CON-18889,ACC-1510,CMP-69,Raw,2023-11-17,,,False
LD-13481,,ACC-2241,CMP-69,Raw,2023-09-17,,,False
LD-13482,,ACC-4610,CMP-94,SQL,2022-11-07,2022-11-09,2022-11-17,False
LD-13483,,ACC-8444,CMP-32,Raw,2023-08-27,,,False
LD-13484,,ACC-2061,CMP-2,Raw,2022-03-19,,,False
LD-13485,CON-17718,ACC-9992,CMP-44,MQL,2023-12-28,2023-12-31,,False
LD-13486,CON-19149,ACC-2087,CMP-46,MQL,2023-05-08,2023-05-13,,False
LD-13487,CON-1017,ACC-3040,CMP-86,Raw,2023-11-02,,,False
LD-13488,,ACC-4290,CMP-56,Raw,2023-07-25,,,False
LD-13489,CON-4486,ACC-9331,CMP-98,Raw,2023-03-08,,,False
LD-13490,CON-3759,ACC-5264,CMP-71,Raw,2023-07-03,,,False
LD-13491,,ACC-386,CMP-37,MQL,2023-05-05,2023-05-08,,False
LD-13492,,ACC-3158,CMP-80,Raw,2023-12-15,,,False
LD-13493,CON-7593,ACC-5701,CMP-61,Raw,2023-02-14,,,False
LD-13494,,ACC-5322,CMP-36,Raw,2022-08-18,,,False
LD-13495,,ACC-4168,CMP-58,Raw,2023-09-18,,,False
LD-13496,,ACC-2374,CMP-60,MQL,2023-11-05,2023-11-07,,False
LD-13497,,ACC-6219,CMP-45,SQL,2023-10-09,2023-10-10,2023-10-16,False
LD-13498,CON-11566,ACC-3154,CMP-29,Raw,2023-10-15,,,False
LD-13499,CON-16458,ACC-1721,CMP-34,Raw,2023-10-20,,,False
LD-13500,,ACC-2120,CMP-3,Raw,2023-07-30,,,False
LD-13501,,ACC-2635,CMP-46,SQL,2023-06-22,2023-06-27,2023-07-09,False
LD-13502,,ACC-499,CMP-62,SQL,2023-10-25,2023-10-29,2023-11-03,False
LD-13503,CON-6002,ACC-2927,CMP-16,Raw,2023-09-14,,,False
LD-13504,,ACC-6145,CMP-34,Converted,2023-06-19,2023-06-22,2023-06-30,True
LD-13505,CON-18864,ACC-2594,CMP-26,Raw,2023-08-21,,,False
LD-13506,CON-8084,ACC-1030,CMP-3,Raw,2023-08-30,,,False
LD-13507,,ACC-9344,CMP-19,Raw,2023-05-28,,,False
LD-13508,,ACC-2831,CMP-12,Raw,2023-01-01,,,False
LD-13509,CON-8546,ACC-6587,CMP-26,Raw,2023-06-28,,,False
LD-13510,,ACC-262,CMP-93,SQL,2023-12-29,2024-01-03,2024-01-12,False
LD-13511,,ACC-9242,CMP-48,Raw,2023-09-06,,,False
LD-13512,CON-7355,ACC-4127,CMP-42,SQL,2023-06-01,2023-06-06,2023-06-08,False
LD-13513,CON-9153,ACC-9465,CMP-22,Raw,2023-11-30,,,False
LD-13514,CON-7131,ACC-3114,CMP-98,MQL,2023-12-28,2024-01-01,,False
LD-13515,,ACC-2753,CMP-54,Raw,2023-10-16,,,False
LD-13516,,ACC-3689,CMP-80,Raw,2023-04-18,,,False
LD-13517,CON-5634,ACC-3234,CMP-80,Raw,2023-03-02,,,False
LD-13518,,ACC-9067,CMP-76,Raw,2023-08-17,,,False
LD-13519,,ACC-5000,CMP-54,MQL,2023-11-21,2023-11-26,,False
LD-13520,CON-5678,ACC-1792,CMP-3,Raw,2023-05-14,,,False
LD-13521,,ACC-828,CMP-43,Converted,2023-06-20,2023-06-21,2023-06-27,True
LD-13522,CON-13823,ACC-9881,CMP-99,MQL,2023-10-07,2023-10-11,,False
LD-13523,,ACC-1346,CMP-23,Raw,2023-09-19,,,False
LD-13524,,ACC-8311,CMP-59,Raw,2023-04-28,,,False
LD-13525,CON-573,ACC-8220,CMP-11,SQL,2023-10-11,2023-10-15,2023-10-18,False
LD-13526,,ACC-8756,CMP-88,Raw,2022-06-22,,,False
LD-13527,,ACC-697,CMP-2,Raw,2022-08-09,,,False
LD-13528,,ACC-7185,CMP-15,Raw,2023-05-07,,,False
LD-13529,CON-8947,ACC-8216,CMP-0,Raw,2023-11-11,,,False
LD-13530,CON-954,ACC-1573,CMP-12,MQL,2022-09-24,2022-09-27,,False
LD-13531,,ACC-4847,CMP-55,SQL,2023-05-02,2023-05-03,2023-05-12,False
LD-13532,,ACC-1004,CMP-74,Raw,2022-09-18,,,False
LD-13533,,ACC-9511,CMP-41,Raw,2023-08-19,,,False
LD-13534,,ACC-1499,CMP-2,SQL,2022-08-19,2022-08-23,2022-09-01,False
LD-13535,CON-8758,ACC-7470,CMP-94,Raw,2022-07-24,,,False
LD-13536,CON-3383,ACC-3544,CMP-59,Raw,2023-11-16,,,False
LD-13537,CON-6961,ACC-6217,CMP-7,Raw,2023-12-28,,,False
LD-13538,,ACC-5525,CMP-88,Raw,2022-09-14,,,False
LD-13539,CON-15830,ACC-8295,CMP-15,MQL,2023-09-29,2023-10-03,,False
LD-13540,CON-17230,ACC-2818,CMP-16,MQL,2023-09-14,2023-09-16,,False
LD-13541,,ACC-2059,CMP-7,Raw,2022-10-25,,,False
LD-13542,CON-5075,ACC-5487,CMP-66,Raw,2023-01-26,,,False
