history_id,opportunity_id,from_stage,to_stage,change_date
6b4603a5-ff4c-48a1-8a10-84d87bcdd61e,OPP-283,Closed Lost,Closed Lost,2023-12-08
da06ae98-16df-4be7-aac2-d73fe00e5c60,OPP-284,Discovery,,2023-12-27
68a66ac5-18fb-4803-8ad7-2e9db17f7511,OPP-284,Demo,,2023-12-29
347317b9-8a23-48fe-95bb-337dc36b5024,OPP-284,Proposal,,2023-12-30
3097114a-4545-405d-a0c5-7cbfd76625f2,OPP-284,Negotiation,,2023-12-31
0a08fab8-b215-4194-aed5-14fc0500ce14,OPP-285,Discovery,,2022-04-22
0680f13b-2b44-4a57-b849-89cfceb15d13,OPP-285,Demo,,2022-04-30
faa54173-d62c-4065-90f8-7ea221562287,OPP-285,Proposal,,2022-05-08
af003e27-b739-4fa8-8822-0e48f333c59c,OPP-285,Negotiation,,2022-05-10
b14fe1a2-5360-43ae-a124-167f02ff7c81,OPP-285,Closed Lost,Closed Lost,2022-05-14
dc32ffc3-0b73-4a79-b801-00e21bff9e85,OPP-286,Discovery,,2022-10-19
2d3529e2-239c-4150-9dcc-4f6207555342,OPP-287,Discovery,,2023-09-26
af4d403a-3d71-4f96-95e9-fcf99d852914,OPP-288,Discovery,,2023-05-24
29752add-e81a-480a-af86-e2599ff8ff33,OPP-288,Demo,,2023-05-27
47e24c14-1d01-4aed-a3c3-b22bbbe36ae1,OPP-288,Proposal,,2023-06-01
4d0f08a5-2229-49ec-b60e-f2e5800527c2,OPP-288,Negotiation,,2023-06-05
e51da5e2-9efb-4db7-95f9-89d4733e7060,OPP-288,Closed Lost,Closed Lost,2023-06-18
5fe21673-66b2-461b-a336-9e0cba2842a4,OPP-289,Discovery,,2023-10-10
9601cf3d-f6a3-49db-950f-784c7d92a71d,OPP-289,Demo,,2023-10-12
4415838b-b874-4fd3-aade-2d8b112625e8,OPP-289,Proposal,,2023-10-15
518050da-ae76-42e3-9667-438962002820,OPP-289,Negotiation,,2023-10-19
267b2870-5ee5-40d2-a08d-aac1cbd0aee6,OPP-289,Closed Lost,Closed Lost,2023-10-21
2cc2c40b-88be-4546-864b-8d189a3158ae,OPP-290,Discovery,,2023-10-16
fd97b330-61be-4d1e-894c-09d3958cbc81,OPP-290,Demo,,2023-10-26
1e2fb0ad-201d-4b22-bb3a-8c67b1afaa27,OPP-290,Proposal,,2023-10-29
7023ac2b-d7c9-4302-ab0a-4ceae6a0069f,OPP-290,Negotiation,,2023-11-03
add63c88-fceb-49bd-af25-a2e03ab72311,OPP-290,Closed Lost,Closed Lost,2023-11-10
ad00d866-c446-4912-9b27-289aae5203ab,OPP-291,Discovery,,2022-12-29
e4b23904-f780-4e46-b2a0-dfe31d51e654,OPP-291,Demo,,2023-01-24
c5845b57-7f4a-43d6-aebf-5dc584f7c5cd,OPP-292,Discovery,,2023-02-21
f471f8d7-7568-48b1-b003-445dbe4221b6,OPP-292,Demo,,2023-02-23
e143a10e-774f-4518-873b-22a5bf020d09,OPP-292,Proposal,,2023-03-01
ef2f9236-16c4-4e8d-a643-36d0904d6f01,OPP-292,Negotiation,,2023-03-08
129e3773-37c1-4176-bbf6-a81a1c30f9d9,OPP-292,Closed Lost,Closed Lost,2023-03-16
0a6ae11f-deff-4f56-8705-f55474bec12d,OPP-293,Discovery,,2022-08-25
722c07ce-ac45-4082-a12c-12cb88b464a1,OPP-293,Demo,,2022-08-28
42ab3766-6ff9-446a-880a-ef0f4c29cdd5,OPP-294,Discovery,,2023-12-04
559ee2eb-46b7-4ff0-a595-f16dcfb214e1,OPP-294,Demo,,2023-12-13
d055f01f-bcd6-4604-9d41-be19a5511de9,OPP-295,Discovery,,2023-11-16
663a4dc2-5f37-455f-8715-a45d08d8234a,OPP-295,Demo,,2023-11-20
6bfc720b-c386-4cff-b42a-eaed025fa5bd,OPP-295,Proposal,,2023-11-21
4f5f720e-07b4-4f31-b17a-30c308ab31be,OPP-295,Negotiation,,2023-11-23
a75d469f-5f51-4abf-9287-eae2fc7fd796,OPP-295,Closed Lost,Closed Lost,2023-11-24
955712e2-dd66-40a9-90b1-79b42d620a2c,OPP-296,Discovery,,2023-10-18
645cdada-3117-4726-8ee9-79a47f49c97e,OPP-296,Demo,,2023-10-29
a307bd8b-24d0-4b3e-a98d-1dfb8f7fc458,OPP-296,Proposal,,2023-11-10
871c6226-fa70-4ec7-b377-26325c05b13f,OPP-296,Negotiation,,2023-11-21
09a96112-8d91-4f7e-9044-95336c25368f,OPP-296,Closed Lost,Closed Lost,2023-11-24
01e489d2-cd46-4087-af93-10340a0b6bdc,OPP-297,Discovery,,2023-08-01
a87b4b68-1f61-4c41-9704-22b5d30ea9fe,OPP-298,Discovery,,2023-12-26
537542b0-743f-4e10-aff6-7e719ce7bf41,OPP-298,Demo,,2023-12-29
54ac6ff6-6b91-40f0-b388-8aa32e4e482e,OPP-299,Discovery,,2022-06-25
5601e3f6-5cd0-44d4-882c-8b44aa1f5a07,OPP-299,Demo,,2022-06-26
03dfc0bb-97f2-43db-8cc9-742cc9c2f041,OPP-299,Proposal,,2022-06-27
b52ebd5a-b841-412c-8aa0-d7d79ac7295a,OPP-299,Negotiation,,2022-06-30
10b1e8b1-5c5c-4cd8-99d9-8e0082bdf233,OPP-299,Closed Lost,Closed Lost,2022-07-01
b821fa9c-4eee-41ad-8c81-2ef0eff635e5,OPP-300,Discovery,,2023-12-06
09678a9a-1cae-434a-a10b-6a1f2fa4f89d,OPP-300,Demo,,2023-12-19
e0ab379d-c227-447c-9ad7-b039dfd1bddd,OPP-300,Proposal,,2023-12-25
8e87add5-163d-4acf-b8cf-f19822bbd716,OPP-301,Discovery,,2023-02-25
eeb482b3-f0f2-4794-94f1-a0299b1c921e,OPP-301,Demo,,2023-02-26
d153735d-c372-4243-bc7f-e22ca7023256,OPP-301,Proposal,,2023-03-03
e2139be3-0712-4beb-839a-32aebf40e252,OPP-301,Negotiation,,2023-03-07
f5dbf30f-8283-46a4-a2f4-6c66ced1b96e,OPP-301,Closed Lost,Closed Lost,2023-03-14
f94ae0bd-01e1-4ded-b638-e6620075dd39,OPP-302,Discovery,,2023-12-12
d77528a6-352a-4362-939f-d2ee12c2fae8,OPP-302,Demo,,2023-12-30
186c5397-34a3-40b6-bef9-733daa596e6e,OPP-303,Discovery,,2023-05-23
743c2b84-dc15-44b9-8014-bf920838dc4a,OPP-303,Demo,,2023-05-25
242f2834-1adc-4f3a-80f3-7debf0122809,OPP-303,Proposal,,2023-05-29
decc8308-2ffe-4bb9-8fe9-8a0ff45ef4fd,OPP-303,Negotiation,,2023-05-31
5da25966-d76d-4c6f-9ea4-7e6736976dc1,OPP-303,Closed Lost,Closed Lost,2023-06-05
7b42c803-4f31-4fc5-af58-8f9a31c873bd,OPP-304,Discovery,,2023-10-05
57e5649b-eef2-4267-bf3d-592530e71fcc,OPP-304,Demo,,2023-10-07
7a0d000a-cb8e-4620-918a-4d75cda5ef56,OPP-304,Proposal,,2023-10-08
e5fe652a-9a80-494d-8d21-3ad5cc06701a,OPP-304,Negotiation,,2023-10-13
75fadfda-af94-4b77-9db2-f60def8c993d,OPP-304,Closed Lost,Closed Lost,2023-10-20
bfb6a049-3dfc-4f34-96d3-30bd9c3d2365,OPP-305,Discovery,,2023-10-04
dcedda60-6ecd-41f0-8469-1adb45a59c44,OPP-305,Demo,,2023-10-07
7e6fc0d6-1cd3-450d-99d1-c70cacabc728,OPP-305,Proposal,,2023-10-13
dd18bac3-c13b-4fda-8f5d-ed7bb11b45ad,OPP-305,Negotiation,,2023-10-20
efe41b02-1585-41f5-aa50-4b3ac82f2683,OPP-305,Closed Lost,Closed Lost,2023-10-23
cabd3385-e203-4be4-9406-d729b7b5138b,OPP-306,Discovery,,2023-11-28
ee9ca9e9-a066-47e6-a42a-24b1694618f9,OPP-306,Demo,,2023-12-03
102d3d98-e9e5-447a-9333-d694c0e51e48,OPP-306,Proposal,,2023-12-08
d91624e7-0455-4302-9791-5e993e4c18a8,OPP-306,Negotiation,,2023-12-09
0b6be44a-79b6-4de3-a83b-ffccceb3f35a,OPP-306,Closed Lost,Closed Lost,2023-12-14
96d30a01-dc1e-4115-9508-feef4d856446,OPP-307,Discovery,,2023-12-12
2d9752bd-a368-4f54-a0f5-a70b81c656bf,OPP-307,Demo,,2023-12-17
7e0c70f4-c9c0-44ad-ab48-ecd6bdb4b713,OPP-307,Proposal,,2023-12-20
f0332a6f-323b-4b99-82a9-8d9fc51f102e,OPP-307,Negotiation,,2023-12-21
92982fc5-8ec9-415d-aa99-d1d60e74ee02,OPP-308,Discovery,,2023-07-22
bc10fbee-fd5d-45a2-b207-2735177b642c,OPP-308,Demo,,2023-07-25
578d8e1c-9235-4e6c-9165-a390a5e6a60e,OPP-308,Proposal,,2023-07-27
583ac483-61da-4180-8c89-5fa90d74d02e,OPP-308,Negotiation,,2023-07-30
a830e3f0-57f9-4c6b-996b-a9f371620959,OPP-308,Closed Lost,Closed Lost,2023-08-02
e0c1cdf7-1edb-4eea-8d10-17b3f8a6c20a,OPP-309,Discovery,,2023-08-22
1c9cb61f-9505-48f1-b1f3-72e5841414bb,OPP-309,Demo,,2023-08-24
8acc494c-99b7-4020-941a-99eb681bd0f3,OPP-310,Discovery,,2024-01-10
09c682da-452f-4090-b9d8-750ad9735165,OPP-311,Discovery,,2023-12-29
bf8d173d-3e99-4661-a841-34430129446c,OPP-311,Demo,,2023-12-31
fe190ccf-5314-42c6-a836-0578b93602d5,OPP-312,Discovery,,2023-10-03
4cbc29b7-4147-4fb3-9ca7-ddff61ed059f,OPP-312,Demo,,2023-10-04
46e3b318-33c1-48f9-b1c5-b418c0f1c763,OPP-312,Proposal,,2023-10-08
5ee2e525-7614-4df0-8eec-7047c44b5761,OPP-312,Negotiation,,2023-10-14
e04a9b67-bd7b-46ff-aa8b-d63d7d296d0b,OPP-312,Closed Won,Closed Won,2023-10-18
411b89dd-1832-4938-ad93-c3080ccf4f13,OPP-313,Discovery,,2023-08-13
6693a389-19e0-4565-90cc-47e832b6a65f,OPP-313,Demo,,2023-08-16
8ae80e8c-98f0-4875-abc6-1ba801c5ff5f,OPP-313,Proposal,,2023-08-18
3ad00c40-beef-456d-9354-5ea67d039416,OPP-314,Discovery,,2023-07-10
f4f0fcb7-c564-4412-8ca1-681463774946,OPP-314,Demo,,2023-07-13
5c6638ad-43df-492a-803e-af5de6431996,OPP-314,Proposal,,2023-07-16
dada6640-a8cb-49ca-a49c-68727f11e2fe,OPP-314,Negotiation,,2023-07-19
0a1db4f7-9e4a-46f3-8799-3a0f68c256d1,OPP-314,Closed Won,Closed Won,2023-07-20
d21ba872-9fc6-4058-ab5a-f7aea44dd8db,OPP-315,Discovery,,2023-10-16
86c3900e-39fb-4192-9898-807ed2628c6f,OPP-315,Demo,,2023-10-23
78232141-3985-43f0-ae66-430b575d6649,OPP-315,Proposal,,2023-10-30
a3a275a5-47b3-4d9a-aa71-d4df668249c3,OPP-315,Negotiation,,2023-11-07
36beeca3-a8e3-4f56-9b60-8c5456d4d753,OPP-315,Closed Lost,Closed Lost,2023-11-09
27f69547-3489-497c-a4a0-44e907d5bba1,OPP-316,Discovery,,2023-04-27
d3bf6962-7070-475d-bac1-09e8181500e7,OPP-316,Demo,,2023-04-28
578d11c7-534e-4dec-8331-0071ef6ec8d8,OPP-316,Proposal,,2023-05-13
08cdd52c-cf6f-43c1-8c5f-6175b44b3192,OPP-316,Negotiation,,2023-05-17
3291ddbd-89b9-497d-ace2-3e6ca33e89cc,OPP-316,Closed Won,Closed Won,2023-05-18
8d14bccf-a8ea-4e00-b7f8-8fa91611552e,OPP-317,Discovery,,2023-09-29
e488c10b-ae98-48f7-bc55-4f18fabaa288,OPP-317,Demo,,2023-10-12
f2589083-91ca-4e78-a5e7-356ed0c22443,OPP-317,Proposal,,2023-10-24
250ffac5-59f5-44d6-b843-f1ac0930b32c,OPP-317,Negotiation,,2023-10-29
5e148666-4d37-45e8-adec-55b2c75e39bb,OPP-318,Discovery,,2023-12-28
f4b62a6b-598e-40d0-81ce-572cf6e95783,OPP-319,Discovery,,2023-11-14
61995626-1cec-4330-9f70-1d96f5eb5add,OPP-319,Demo,,2023-11-19
9243ff62-fe7e-4a8a-b5a6-80833fd4a12c,OPP-319,Proposal,,2023-11-27
953abfb0-1468-4219-84d5-100670313772,OPP-319,Negotiation,,2023-12-05
fd14a9aa-8a06-4512-9b4f-c6a39f359a3e,OPP-319,Closed Lost,Closed Lost,2023-12-09
586ffac6-129a-42a0-8ccb-d7af6806b2a0,OPP-320,Discovery,,2023-10-14
2d05df2c-0a05-4c6c-8db7-7d364f23d679,OPP-320,Demo,,2023-10-15
40b9aa3d-a819-4331-bb0c-8fc74892ece1,OPP-320,Proposal,,2023-10-18
dbd05e33-1e50-4bae-a32d-5a47e5401230,OPP-320,Negotiation,,2023-10-21
d0df9c2b-7f64-41dd-bc89-5f77a0752062,OPP-320,Closed Lost,Closed Lost,2023-10-22
a6d328f4-d1cf-4d6c-8c0a-99913e752c05,OPP-321,Discovery,,2023-07-09
30eabfaf-a411-4c81-92a6-d70822828371,OPP-321,Demo,,2023-07-19
3f8b5bb7-98dc-4c45-9f55-238db3d61d97,OPP-321,Proposal,,2023-07-26
a94f3e17-76e3-42d4-9496-529dc7fa48f4,OPP-321,Negotiation,,2023-07-29
19d948d4-54c9-4cbd-9139-ed7dff39fc87,OPP-321,Closed Lost,Closed Lost,2023-08-03
fafd2a2b-15a8-4a1f-94bd-da210ff47629,OPP-322,Discovery,,2023-08-02
a345d493-ff0d-49b7-a26b-c58258c14bed,OPP-322,Demo,,2023-08-14
9e6721dc-b637-4496-ad97-e3fa879cdbe5,OPP-322,Proposal,,2023-08-28
90d32c8a-4851-4ef3-9589-beb56a157786,OPP-322,Negotiation,,2023-09-12
e11d7a77-6c87-418f-b514-2112ba7c5760,OPP-322,Closed Lost,Closed Lost,2023-09-22
2d83bfbf-d54d-4539-bb8c-1938b7490d20,OPP-323,Discovery,,2023-12-26
e00d428f-ae10-4957-940f-dc4b991e4b2a,OPP-324,Discovery,,2023-01-30
3ac55b11-1048-49d9-9833-8716c3c68826,OPP-324,Demo,,2023-02-05
a18aeaa1-4e80-4856-9b42-c783e2f329d0,OPP-325,Discovery,,2023-08-04
95924199-f653-4730-bae2-4c38c0ba0524,OPP-325,Demo,,2023-08-06
cbe19455-486a-4327-b0d4-9d35903914bd,OPP-325,Proposal,,2023-08-14
f9b7d291-6a4d-4940-9012-3ca9240d0102,OPP-325,Negotiation,,2023-08-20
ed46275c-abd2-42ee-908a-5c92b156e06f,OPP-325,Closed Lost,Closed Lost,2023-09-01
fd173cd8-a4ec-4c5f-8c63-073c8988cf5e,OPP-326,Discovery,,2023-05-21
a3a774c8-7c20-41dc-92be-c833ea4738ea,OPP-326,Demo,,2023-05-24
2ae8fce3-41aa-4414-9d55-c63d8da2f3b1,OPP-326,Proposal,,2023-05-29
57357647-5ab9-4525-8b9c-e6694c3ac615,OPP-327,Discovery,,2023-08-08
7c011484-7378-4024-bca7-fbf0b2ac7b29,OPP-327,Demo,,2023-08-15
17053348-b72e-486f-9b0f-6e234d23cf52,OPP-327,Proposal,,2023-08-19
d51864e5-435b-46fc-a579-6ad04aed58e8,OPP-328,Discovery,,2024-01-13
c5cd344a-533f-468b-a894-159cdf10498a,OPP-329,Discovery,,2024-01-11
b0d55622-9814-45e9-8a14-52afcbd6a0c9,OPP-330,Discovery,,2023-08-24
20578499-b982-4560-83fd-cad2997e928d,OPP-330,Demo,,2023-08-29
efe8a3ae-3ec4-4e20-b87f-0b41cb9372e2,OPP-330,Proposal,,2023-09-02
16c1e078-4e2c-4abd-afc0-c77357b9f511,OPP-331,Discovery,,2023-08-29
bd747ede-fab5-4906-88e5-d125a418597d,OPP-331,Demo,,2023-09-04
ef0b6708-0d43-4f78-9604-d2c3563fb9ff,OPP-331,Proposal,,2023-09-13
c18a061d-8b6c-47e4-8ec5-c3d2ee66ce0b,OPP-331,Negotiation,,2023-09-18
b8eae5a6-af5d-4a57-9245-5bd9a639fabc,OPP-331,Closed Won,Closed Won,2023-09-26
15e1d0e2-6f84-4795-9436-145cd2487694,OPP-332,Discovery,,2023-10-20
fff8b05b-def7-4690-9ecc-722e79da22a3,OPP-332,Demo,,2023-10-26
fba87c52-822f-47ac-a3ba-9b5ef910d714,OPP-332,Proposal,,2023-10-28
5398a5c5-4ce1-4ad5-bfe2-352130490698,OPP-332,Negotiation,,2023-10-29
8e77b97e-4870-4bf5-9cd8-217357a1bd58,OPP-332,Closed Lost,Closed Lost,2023-11-02
b5f7eada-4f2d-49e9-b033-6c814c74fd33,OPP-333,Discovery,,2023-01-10
c10120c2-ba71-4f61-8e15-9fde91cd2d40,OPP-333,Demo,,2023-01-11
3f0d709b-3e7f-4390-99b0-9800e81d5eb1,OPP-333,Proposal,,2023-01-15
3b2c71c9-a25f-4728-8f2c-15d9b76edd12,OPP-333,Negotiation,,2023-01-18
ca7c21a2-25e1-41bf-9c0a-d6de8d8746a4,OPP-333,Closed Lost,Closed Lost,2023-01-26
88f46f0f-4e32-4f62-bbb8-5f860c6ec432,OPP-334,Discovery,,2022-08-06
1e141574-6125-4901-8608-1bbdee278944,OPP-334,Demo,,2022-08-11
de6f163c-21c2-450a-92a0-d1169908ab61,OPP-334,Proposal,,2022-08-18
db278a8c-ac13-4b49-8362-8fa28c3bf035,OPP-334,Negotiation,,2022-08-19
68378089-8d10-4992-b911-afd274ec535f,OPP-334,Closed Won,Closed Won,2022-08-22
a7f65e28-75ba-4297-b7fe-94d691da064d,OPP-335,Discovery,,2023-11-26
f8f5cee1-ee3b-4cde-aa47-0ec4757ad646,OPP-335,Demo,,2023-11-30
94a4bc00-078e-4c88-b31d-492b605a6125,OPP-335,Proposal,,2023-12-02
90529c10-e062-4b26-b912-73cd56dc3f40,OPP-335,Negotiation,,2023-12-03
6eff005e-cc06-4a66-9e16-afa2abe5d92d,OPP-335,Closed Lost,Closed Lost,2023-12-06
d700acf0-1593-4247-acfe-aee73517601c,OPP-336,Discovery,,2023-08-27
60da4da3-22ca-4f8c-b442-63e3b2fb1e97,OPP-336,Demo,,2023-08-29
d0c15028-115a-4201-a27b-f150ba96ed2d,OPP-336,Proposal,,2023-09-05
b605c8d1-0716-47f9-a7f9-608882544831,OPP-336,Negotiation,,2023-09-06
ad9d2d73-b51a-4a1b-b96e-fbb2d686060b,OPP-337,Discovery,,2023-10-27
e688cdaa-398f-46ff-8549-2f3bb184ab97,OPP-337,Demo,,2023-10-29
45e89fd1-cc99-47a4-80e7-99b09b456ac1,OPP-337,Proposal,,2023-11-04
5aa35e52-0bd1-4df2-925d-034e5e680c7b,OPP-337,Negotiation,,2023-11-06
4d8e0f75-a517-4ce5-8667-5b92f7d31250,OPP-338,Discovery,,2023-08-05
52f51d1a-ab73-4381-b9c1-8ff4b06e23b4,OPP-338,Demo,,2023-08-07
b73dae58-7607-4ece-ba12-334d1089d2d1,OPP-338,Proposal,,2023-08-12
54212142-ea74-4ad8-8d56-0af4acbbd01a,OPP-338,Negotiation,,2023-08-18
fb5cc227-9709-4832-8d96-01d543d2746f,OPP-338,Closed Lost,Closed Lost,2023-08-20
dbaaca27-066d-4c18-8d36-640e029f1ac1,OPP-339,Discovery,,2023-05-06
5ce564d8-d844-498d-8ef4-41efab5f57c3,OPP-339,Demo,,2023-05-11
74051c94-6145-4a29-af03-625f6b220ec3,OPP-339,Proposal,,2023-05-16
4c64e480-eced-4c85-b454-ff4b4fb2d71b,OPP-339,Negotiation,,2023-05-18
e43fc89d-14aa-4cc3-a78c-8584d8952fab,OPP-339,Closed Lost,Closed Lost,2023-05-23
de5328fb-3b01-4602-b409-5d99f7d82eff,OPP-340,Discovery,,2023-06-20
1f1a5f30-74ae-4a94-8fe2-fa79fc00c254,OPP-340,Demo,,2023-06-24
42cca16e-a3cd-4c8a-8588-3fa75897347b,OPP-340,Proposal,,2023-06-30
bfff90fa-9a3e-42d4-b088-00b7454769a1,OPP-340,Negotiation,,2023-07-08
5f9073c7-731a-4633-9c90-b99665ef826a,OPP-341,Discovery,,2023-08-15
4da7419f-aa6d-4b8c-86ef-c454fdafc0d3,OPP-341,Demo,,2023-08-18
31b123fe-313a-4ee7-8e31-f9885d6e03ff,OPP-341,Proposal,,2023-08-21
2301f6f0-f525-4d5f-a36c-25c404bfa0bd,OPP-341,Negotiation,,2023-08-25
b37a463d-212c-49a3-ab34-53575c0884c0,OPP-342,Discovery,,2023-07-26
48fb4e75-eeeb-439d-a630-225591fa3564,OPP-342,Demo,,2023-08-02
d1269558-dbdc-40e1-8b16-0f8ada96c9b3,OPP-342,Proposal,,2023-08-06
e065f306-392f-4404-b783-c339ef97b71f,OPP-342,Negotiation,,2023-08-09
fc1b9cc3-18dc-43a5-9cfc-48bbbab0f80d,OPP-342,Closed Lost,Closed Lost,2023-08-10
5cf76a5e-37df-4d72-9448-1bfb2d3aa067,OPP-343,Discovery,,2023-12-21
1e217fbd-5722-49ec-9524-b7fba099a08e,OPP-343,Demo,,2023-12-24
4a930016-474b-4f02-9a1f-d12ed6ff2f2b,OPP-343,Proposal,,2023-12-29
81258d50-4fd4-444f-8c6e-f2cb652e767d,OPP-344,Discovery,,2023-06-08
6061770f-5e54-4422-9ba6-e6d200f136e8,OPP-344,Demo,,2023-06-10
53921fd2-866e-4581-90cc-c91baafc6e29,OPP-345,Discovery,,2023-10-09
278d5c4a-1599-426d-a4be-419ff992f9ef,OPP-345,Demo,,2023-10-18
03b3e3a6-32ad-4f8a-b0e6-acbd0f1963d6,OPP-345,Proposal,,2023-11-01
0806480a-5642-4d80-965c-78f60c2ca751,OPP-345,Negotiation,,2023-12-05
b19cf523-9e40-4596-8cf4-6c7f18d483a2,OPP-346,Discovery,,2023-06-14
4ead7664-b3de-4ed1-8065-7331e40297d1,OPP-346,Demo,,2023-06-21
66cc80a0-f99e-4df6-97f5-20f6ef92faa6,OPP-346,Proposal,,2023-06-28
559f7236-f248-47ef-8ae5-e755248751fa,OPP-347,Discovery,,2023-03-08
357d84a4-9290-4f13-82d2-03f3363bbf98,OPP-348,Discovery,,2022-12-22
4962602c-1776-4124-a9a3-c1ca52dc31f7,OPP-348,Demo,,2022-12-27
efc4b51c-b4bf-4b3c-86cc-6d8de3dc9b31,OPP-348,Proposal,,2023-01-01
f9748732-546e-49e6-bc7f-0e8550875588,OPP-348,Negotiation,,2023-01-10
fb54f320-14d8-4e4c-b10d-2cd4c7b782ff,OPP-349,Discovery,,2023-10-11
c7479feb-c648-4c01-a103-d22070b9b9f2,OPP-349,Demo,,2023-10-20
5f32ebf2-2430-48b1-80ad-b3e8359ad032,OPP-349,Proposal,,2023-10-25
f175f65f-bbc8-434f-ba37-ce18df644593,OPP-349,Negotiation,,2023-11-05
137d3153-6426-4c48-9b71-aadb8a6c3c3b,OPP-349,Closed Lost,Closed Lost,2023-11-13
a9f5d59e-e9ad-48af-b5b7-695ebed69f8a,OPP-350,Discovery,,2023-12-22
14ce46cb-2c00-4ac6-a7c3-9d0f92ae5563,OPP-350,Demo,,2023-12-31
3d041c5b-1ada-42ea-8364-886f7c94d3ca,OPP-351,Discovery,,2022-11-26
28085801-e746-4c04-a648-321c4d37548d,OPP-351,Demo,,2022-11-28
bcac334f-5cef-4b97-bb04-537fa50f8b94,OPP-351,Proposal,,2022-12-08
7b74130d-7efb-4052-b6e4-35634cdff1cb,OPP-351,Negotiation,,2022-12-15
219d7753-fca8-48ff-8fc2-7c9ed0de02c1,OPP-351,Closed Lost,Closed Lost,2022-12-21
f50aaf58-7ee2-4efc-a12f-d4c6cbab0fe6,OPP-352,Discovery,,2022-07-06
99c97617-6889-4436-a508-185ae3fbb51e,OPP-352,Demo,,2022-07-10
30ed991b-35ac-4afe-a3b5-3a4b9b54d441,OPP-352,Proposal,,2022-07-13
b0de3d2f-a643-4bcb-8823-4e112364ffb7,OPP-352,Negotiation,,2022-07-16
571abdc8-2fdc-4573-8562-c48969328b74,OPP-352,Closed Won,Closed Won,2022-07-21
abbfc42b-36b8-4dbf-82bf-8214d90b09ee,OPP-353,Discovery,,2023-08-22
eb3c65b5-ee11-4173-b8c3-e70c7ed024f8,OPP-353,Demo,,2023-08-27
e8696728-0f43-4645-8624-606599b74d67,OPP-353,Proposal,,2023-08-28
702640d6-0e94-452e-ab14-e85333f790fa,OPP-354,Discovery,,2022-11-27
ae05a258-0e6e-44e0-a25a-c87e04cc84f7,OPP-354,Demo,,2022-12-05
a92ceabf-b4fe-4084-9295-8827599dd160,OPP-354,Proposal,,2022-12-11
2affcfe4-04cc-4a80-9a5d-e6c9a347e2ed,OPP-354,Negotiation,,2022-12-13
03347038-6612-4b44-b551-125040ec41b7,OPP-354,Closed Won,Closed Won,2022-12-14
7caf36c4-4436-4e56-b8ad-661b2221b993,OPP-355,Discovery,,2023-12-20
0c10f46e-8ecd-4ec6-9eff-e71840d92a71,OPP-355,Demo,,2023-12-27
14ffa00b-2690-423d-8615-2aa43712c299,OPP-356,Discovery,,2023-12-12
4c7db2e6-62c5-4d6d-8cc4-b040f92f174f,OPP-357,Discovery,,2023-12-04
92681e6d-410c-4a93-b268-941235d260ed,OPP-357,Demo,,2023-12-09
f19040ea-a64e-4229-9ab3-ea0e5f053b38,OPP-357,Proposal,,2023-12-13
08e77f30-1bbf-43b6-a08c-38587fef04c0,OPP-357,Negotiation,,2023-12-14
92ff1348-b6a1-4ece-a611-ae6154a0bcfe,OPP-357,Closed Lost,Closed Lost,2023-12-16
2a6ba5db-c712-4a0c-9258-6f9c1120f088,OPP-358,Discovery,,2023-08-22
43e1879a-1ce8-4cfe-9f78-4dabba82e15c,OPP-358,Demo,,2023-08-27
c43cef55-ba8a-46c1-a2ce-770da40898ba,OPP-358,Proposal,,2023-09-03
aa1b7a88-1305-471c-8cac-58f12356d67c,OPP-358,Negotiation,,2023-09-11
c6a0d043-9258-4b0f-8a82-47f482abc5c6,OPP-358,Closed Lost,Closed Lost,2023-09-15
c02d479b-86d5-4b8e-90e5-f759a6e377fd,OPP-359,Discovery,,2023-09-15
fc072d31-b9a6-420c-a71b-e11165bcc318,OPP-359,Demo,,2023-09-18
29e851f8-07a5-4e6e-972d-c5dfd4981bfd,OPP-359,Proposal,,2023-09-23
b9855209-c752-4428-9daa-b6cd70ccd897,OPP-359,Negotiation,,2023-09-25
91cb93cf-d776-4d29-a905-5f8dc6f397b4,OPP-359,Closed Won,Closed Won,2023-09-26
c626ca5d-c700-4cf7-9f0b-5bcfdddf02b6,OPP-360,Discovery,,2023-04-28
6817a614-3a54-4930-9938-b84ae01ab547,OPP-360,Demo,,2023-05-03
96b2fa4f-8bae-455c-bcdc-425a8c55342d,OPP-360,Proposal,,2023-05-08
7f85ffaf-c12f-46f5-ad0b-b28bb140acc8,OPP-360,Negotiation,,2023-05-14
000b2406-173a-4b45-b2e3-f7e3e5cac98a,OPP-360,Closed Won,Closed Won,2023-05-16
b25a3e24-207f-4bdd-9381-04d1d60e5a55,OPP-361,Discovery,,2023-11-09
70098f04-4425-4e9f-b792-e5f9731fb97b,OPP-361,Demo,,2023-11-12
0d9ddaf3-2ac9-46f5-b1a3-18f5ea078efe,OPP-361,Proposal,,2023-11-15
c97d7bd2-6a98-4440-99a2-b44f9e09617f,OPP-361,Negotiation,,2023-11-24
c1951970-bcf9-4158-bcd3-437e94596f20,OPP-361,Closed Won,Closed Won,2023-11-28
ea5d298d-25ca-4b67-b045-caf1c2677591,OPP-362,Discovery,,2023-04-06
50041a33-bfc7-4be4-91f4-610e1df5524a,OPP-362,Demo,,2023-04-09
e617b7db-67e5-46ea-b7e8-870cf2eeca75,OPP-363,Discovery,,2023-03-14
fc139fdb-125a-4598-a755-9dc1e2f5b21b,OPP-363,Demo,,2023-03-17
