opportunity_id,account_id,owner_id,lead_source_id,amount,tcv,mrr,contract_months,stage,forecast_category,win_probability,created_date,close_date,renewal_date,is_won,is_closed
OPP-471,ACC-6145,AE-12,CMP-34,19097,38194.0,1591.42,24,Closed Lost,Closed,0.0,2023-06-30,2023-07-21,,False,True
OPP-472,ACC-828,AE-14,CMP-43,18942,37884.0,1578.5,24,Closed Lost,Closed,0.0,2023-06-27,2023-07-20,,False,True
OPP-473,ACC-9720,AE-1,CMP-28,16969,50907.0,1414.08,36,Discovery,Commit,0.40519383292819,2024-01-04,,,False,False
OPP-474,ACC-7981,AE-0,CMP-3,14995,14995.0,1249.58,12,Closed Lost,Closed,0.0,2022-08-10,2022-08-30,,False,True
OPP-475,ACC-9296,AE-4,CMP-68,8335,16670.0,694.58,24,Demo,Commit,0.7208560875337187,2023-04-14,,,False,False
OPP-476,ACC-3696,AE-5,CMP-51,235648,471296.0,19637.33,24,Closed Won,Closed,1.0,2024-01-14,,,True,True
OPP-477,ACC-7330,AE-9,CMP-23,8493,16986.0,707.75,24,Closed Won,Closed,1.0,2023-06-30,2023-08-06,2025-07-26,True,True
OPP-478,ACC-7745,AE-18,CMP-13,9581,28743.0,798.42,36,Closed Won,Closed,1.0,2023-01-24,2023-02-05,2026-01-20,True,True
OPP-479,ACC-9052,AE-9,CMP-84,6659,6659.0,554.92,12,Closed Lost,Closed,0.0,2023-10-04,2023-11-02,,False,True
OPP-480,ACC-2085,AE-5,CMP-48,6340,12680.0,528.33,24,Demo,Best Case,0.4430122793687421,2023-10-12,,,False,False
OPP-481,ACC-7886,AE-16,CMP-37,8895,8895.0,741.25,12,Closed Lost,Closed,0.0,2023-01-29,2023-02-25,,False,True
OPP-482,ACC-3647,AE-7,CMP-12,24453,73359.0,2037.75,36,Proposal,Best Case,0.7697206531681717,2023-11-11,,,False,False
OPP-483,ACC-1348,AE-4,CMP-77,232641,232641.0,19386.75,12,Demo,Commit,0.25467519056405574,2022-11-23,,,False,False
OPP-484,ACC-7478,AE-9,CMP-48,21537,43074.0,1794.75,24,Negotiation,Upside,0.5798286877248638,2023-09-10,,,False,False
OPP-485,ACC-7597,AE-4,CMP-32,16638,16638.0,1386.5,12,Closed Won,Closed,1.0,2023-01-25,2023-02-18,2024-02-13,True,True
OPP-486,ACC-965,AE-6,CMP-31,5083,10166.0,423.58,24,Closed Won,Closed,1.0,2023-10-26,2023-11-12,2025-11-01,True,True
OPP-487,ACC-8629,AE-3,CMP-23,20339,40678.0,1694.92,24,Closed Won,Closed,1.0,2023-02-01,2023-02-22,2025-02-11,True,True
OPP-488,ACC-8210,AE-16,CMP-63,17210,17210.0,1434.17,12,Closed Lost,Closed,0.0,2023-09-23,2023-10-25,,False,True
OPP-489,ACC-8077,AE-19,CMP-2,21889,65667.0,1824.08,36,Closed Lost,Closed,0.0,2022-12-23,2023-01-17,,False,True
OPP-490,ACC-4568,AE-6,CMP-19,13865,41595.0,1155.42,36,Negotiation,Best Case,0.32849694732022616,2023-05-18,,,False,False
OPP-491,ACC-379,AE-0,CMP-33,23375,23375.0,1947.92,12,Closed Lost,Closed,0.0,2023-08-17,2023-09-15,,False,True
OPP-492,ACC-6679,AE-11,CMP-84,6570,19710.0,547.5,36,Closed Lost,Closed,0.0,2023-12-01,2023-12-11,,False,True
OPP-493,ACC-7235,AE-13,CMP-40,8661,17322.0,721.75,24,Proposal,Commit,0.776024347228217,2023-04-13,,,False,False
OPP-494,ACC-2493,AE-0,CMP-97,7863,7863.0,655.25,12,Closed Lost,Closed,0.0,2023-09-04,2023-09-14,,False,True
OPP-495,ACC-7065,AE-1,CMP-64,7190,21570.0,599.17,36,Closed Lost,Closed,0.0,2023-08-10,2023-09-06,,False,True
OPP-496,ACC-8655,AE-5,CMP-83,16416,49248.0,1368.0,36,Closed Lost,Closed,0.0,2023-10-07,2023-10-24,,False,True
OPP-497,ACC-1156,AE-0,CMP-59,11397,11397.0,949.75,12,Closed Lost,Closed,0.0,2023-11-09,2023-12-07,,False,True
OPP-498,ACC-4543,AE-14,CMP-89,6301,18903.0,525.08,36,Demo,Pipeline,0.7085275304744011,2022-06-02,,,False,False
OPP-499,ACC-1880,AE-10,CMP-8,20838,20838.0,1736.5,12,Negotiation,Pipeline,0.38842715043176745,2023-12-12,,,False,False
OPP-500,ACC-7628,AE-12,CMP-39,159146,477438.0,13262.17,36,Demo,Best Case,0.32275306668103165,2023-09-30,,,False,False
OPP-501,ACC-4571,AE-0,CMP-60,15951,31902.0,1329.25,24,Negotiation,Upside,0.7111531097065246,2024-01-01,,,False,False
OPP-502,ACC-7587,AE-5,CMP-8,12897,38691.0,1074.75,36,Closed Lost,Closed,0.0,2023-11-28,2023-12-11,,False,True
OPP-503,ACC-3522,AE-12,CMP-76,18460,18460.0,1538.33,12,Closed Won,Closed,1.0,2022-05-07,2022-05-28,2023-05-23,True,True
OPP-504,ACC-9313,AE-17,CMP-2,15393,30786.0,1282.75,24,Closed Won,Closed,1.0,2022-07-11,2022-08-18,2024-08-07,True,True
OPP-505,ACC-2576,AE-15,CMP-74,214070,428140.0,17839.17,24,Closed Won,Closed,1.0,2024-01-06,,,True,True
OPP-506,ACC-1867,AE-5,CMP-84,11392,22784.0,949.33,24,Closed Lost,Closed,0.0,2023-12-19,,,False,True
OPP-507,ACC-1781,AE-9,CMP-86,200347,200347.0,16695.58,12,Closed Lost,Closed,0.0,2024-01-07,,,False,True
OPP-508,ACC-6604,AE-14,CMP-42,6224,18672.0,518.67,36,Closed Lost,Closed,0.0,2023-06-18,2023-07-18,,False,True
OPP-509,ACC-9426,AE-8,CMP-69,17039,51117.0,1419.92,36,Closed Won,Closed,1.0,2023-12-19,,,True,True
OPP-510,ACC-4447,AE-15,CMP-75,24883,74649.0,2073.58,36,Closed Won,Closed,1.0,2022-08-22,2022-09-13,2025-08-28,True,True
OPP-511,ACC-1757,AE-12,CMP-73,18379,18379.0,1531.58,12,Closed Lost,Closed,0.0,2024-01-09,,,False,True
OPP-512,ACC-7962,AE-0,CMP-16,16127,48381.0,1343.92,36,Closed Lost,Closed,0.0,2023-11-19,2023-12-22,,False,True
OPP-513,ACC-3599,AE-5,CMP-84,16403,32806.0,1366.92,24,Discovery,Pipeline,0.23399795523613875,2023-10-05,,,False,False
OPP-514,ACC-5343,AE-15,CMP-71,6083,18249.0,506.92,36,Closed Lost,Closed,0.0,2023-12-15,2023-12-25,,False,True
OPP-515,ACC-3864,AE-5,CMP-29,19395,19395.0,1616.25,12,Closed Lost,Closed,0.0,2023-08-10,2023-08-21,,False,True
OPP-516,ACC-4314,AE-11,CMP-48,58113,116226.0,4842.75,24,Closed Lost,Closed,0.0,2023-11-29,,,False,True
OPP-517,ACC-7738,AE-17,CMP-26,24812,24812.0,2067.67,12,Closed Lost,Closed,0.0,2023-08-01,2023-08-19,,False,True
OPP-518,ACC-7767,AE-11,CMP-79,20894,62682.0,1741.17,36,Closed Won,Closed,1.0,2023-12-15,2023-12-26,2026-12-10,True,True
OPP-519,ACC-3142,AE-3,CMP-21,20376,61128.0,1698.0,36,Closed Lost,Closed,0.0,2023-10-16,2023-10-30,,False,True
OPP-520,ACC-4103,AE-12,CMP-39,5630,11260.0,469.17,24,Demo,Upside,0.3237018734168733,2023-08-01,,,False,False
OPP-521,ACC-3557,AE-16,CMP-72,22861,22861.0,1905.08,12,Proposal,Pipeline,0.2214283791284412,2023-03-28,,,False,False
OPP-522,ACC-123,AE-9,CMP-28,24556,24556.0,2046.33,12,Closed Lost,Closed,0.0,2023-10-24,2023-11-22,,False,True
OPP-523,ACC-6791,AE-0,CMP-13,15641,15641.0,1303.42,12,Proposal,Upside,0.7235198279926028,2023-05-11,,,False,False
OPP-524,ACC-3085,AE-7,CMP-83,10712,21424.0,892.67,24,Closed Lost,Closed,0.0,2023-06-12,2023-06-30,,False,True
OPP-525,ACC-8384,AE-12,CMP-53,10350,20700.0,862.5,24,Demo,Upside,0.18368587257042107,2023-04-23,,,False,False
OPP-526,ACC-4302,AE-0,CMP-54,19077,57231.0,1589.75,36,Negotiation,Commit,0.7344748436596381,2023-11-08,,,False,False
OPP-527,ACC-2032,AE-19,CMP-88,11972,11972.0,997.67,12,Closed Won,Closed,1.0,2023-04-10,2023-05-15,2024-05-09,True,True
OPP-528,ACC-9794,AE-8,CMP-84,11888,11888.0,990.67,12,Closed Won,Closed,1.0,2023-11-10,2023-11-22,2024-11-16,True,True
OPP-529,ACC-8341,AE-0,CMP-53,24422,48844.0,2035.17,24,Closed Lost,Closed,0.0,2022-06-03,2022-07-08,,False,True
OPP-530,ACC-3258,AE-6,CMP-0,19447,19447.0,1620.58,12,Closed Lost,Closed,0.0,2022-09-07,2022-10-07,,False,True
OPP-531,ACC-3361,AE-8,CMP-50,20056,40112.0,1671.33,24,Closed Lost,Closed,0.0,2023-08-18,2023-09-15,,False,True
OPP-532,ACC-8726,AE-16,CMP-83,12785,38355.0,1065.42,36,Closed Won,Closed,1.0,2023-09-01,2023-09-16,2026-08-31,True,True
OPP-533,ACC-7622,AE-12,CMP-22,16199,48597.0,1349.92,36,Closed Lost,Closed,0.0,2023-12-01,2023-12-22,,False,True
OPP-534,ACC-1654,AE-11,CMP-19,16535,49605.0,1377.92,36,Closed Won,Closed,1.0,2023-05-13,2023-05-25,2026-05-09,True,True
OPP-535,ACC-7441,AE-11,CMP-40,19242,57726.0,1603.5,36,Closed Lost,Closed,0.0,2022-11-21,2022-12-12,,False,True
OPP-536,ACC-5751,AE-13,CMP-24,19123,38246.0,1593.58,24,Demo,Best Case,0.3495542411604302,2023-06-19,,,False,False
OPP-537,ACC-9070,AE-2,CMP-50,16517,33034.0,1376.42,24,Proposal,Pipeline,0.11260351341612886,2024-01-04,,,False,False
OPP-538,ACC-7089,AE-2,CMP-93,15468,15468.0,1289.0,12,Closed Lost,Closed,0.0,2023-10-26,2023-11-11,,False,True
OPP-539,ACC-5481,AE-11,CMP-89,23299,23299.0,1941.58,12,Closed Lost,Closed,0.0,2023-12-08,2023-12-18,,False,True
OPP-540,ACC-9064,AE-6,CMP-95,8653,8653.0,721.08,12,Closed Lost,Closed,0.0,2023-07-26,2023-08-06,,False,True
OPP-541,ACC-6087,AE-13,CMP-90,16543,49629.0,1378.58,36,Negotiation,Commit,0.10564928443197152,2023-07-15,,,False,False
OPP-542,ACC-7682,AE-9,CMP-62,13962,27924.0,1163.5,24,Closed Won,Closed,1.0,2023-11-07,2023-12-07,2025-11-26,True,True
OPP-543,ACC-6604,AE-2,CMP-4,23441,70323.0,1953.42,36,Demo,Best Case,0.6913823828920616,2022-06-08,,,False,False
OPP-544,ACC-3559,AE-6,CMP-93,10520,10520.0,876.67,12,Negotiation,Commit,0.23910252243080946,2023-11-04,,,False,False
OPP-545,ACC-2287,AE-10,CMP-76,10535,31605.0,877.92,36,Closed Won,Closed,1.0,2023-01-06,2023-01-17,2026-01-01,True,True
OPP-546,ACC-3282,AE-16,CMP-6,18026,36052.0,1502.17,24,Closed Won,Closed,1.0,2023-12-01,,,True,True
OPP-547,ACC-3723,AE-3,CMP-62,19937,39874.0,1661.42,24,Closed Won,Closed,1.0,2023-09-16,2023-10-09,2025-09-28,True,True
OPP-548,ACC-2197,AE-9,CMP-17,18852,18852.0,1571.0,12,Proposal,Best Case,0.7392040432488939,2023-04-03,,,False,False
OPP-549,ACC-5239,AE-3,CMP-73,24395,73185.0,2032.92,36,Discovery,Upside,0.7449362308693176,2023-12-07,,,False,False
OPP-550,ACC-5650,AE-5,CMP-90,16792,16792.0,1399.33,12,Closed Lost,Closed,0.0,2023-05-12,2023-05-25,,False,True
OPP-551,ACC-548,AE-13,CMP-17,24635,73905.0,2052.92,36,Closed Lost,Closed,0.0,2022-10-10,2022-10-30,,False,True
OPP-552,ACC-1208,AE-0,CMP-23,10461,20922.0,871.75,24,Closed Won,Closed,1.0,2022-11-01,2022-11-09,2024-10-29,True,True
OPP-553,ACC-9722,AE-8,CMP-91,13909,13909.0,1159.08,12,Discovery,Pipeline,0.5760315806265839,2023-03-07,,,False,False
OPP-554,ACC-4535,AE-8,CMP-57,20250,60750.0,1687.5,36,Closed Lost,Closed,0.0,2022-12-25,2023-01-07,,False,True
OPP-555,ACC-8569,AE-15,CMP-30,22097,44194.0,1841.42,24,Proposal,Best Case,0.38792251965939417,2023-10-18,,,False,False
OPP-556,ACC-4595,AE-7,CMP-96,17254,34508.0,1437.83,24,Closed Won,Closed,1.0,2023-08-27,2023-09-02,2025-08-22,True,True
OPP-557,ACC-494,AE-14,CMP-84,20142,60426.0,1678.5,36,Proposal,Best Case,0.2794689657221715,2023-12-21,,,False,False
OPP-558,ACC-246,AE-10,CMP-17,15310,15310.0,1275.83,12,Closed Lost,Closed,0.0,2023-05-07,2023-05-27,,False,True
OPP-559,ACC-4590,AE-1,CMP-34,8987,26961.0,748.92,36,Discovery,Best Case,0.3883475119017862,2023-08-15,,,False,False
OPP-560,ACC-8677,AE-18,CMP-87,5209,10418.0,434.08,24,Closed Won,Closed,1.0,2023-07-05,2023-08-05,2025-07-25,True,True
OPP-561,ACC-7297,AE-3,CMP-33,16082,32164.0,1340.17,24,Closed Won,Closed,1.0,2023-11-26,2023-12-26,2025-12-15,True,True
OPP-562,ACC-6394,AE-19,CMP-71,102559,102559.0,8546.58,12,Discovery,Commit,0.13796102961047754,2023-12-17,,,False,False
OPP-563,ACC-2235,AE-12,CMP-15,23683,71049.0,1973.58,36,Closed Lost,Closed,0.0,2023-03-03,2023-03-27,,False,True
OPP-564,ACC-4383,AE-19,CMP-60,7677,7677.0,639.75,12,Proposal,Pipeline,0.570200378622929,2023-06-07,,,False,False
OPP-565,ACC-9953,AE-5,CMP-25,18722,56166.0,1560.17,36,Closed Won,Closed,1.0,2022-09-12,2022-10-10,2025-09-24,True,True
OPP-566,ACC-2,AE-16,CMP-4,15694,15694.0,1307.83,12,Proposal,Pipeline,0.5889717320028632,2023-06-17,,,False,False
OPP-567,ACC-784,AE-19,CMP-60,5117,10234.0,426.42,24,Discovery,Upside,0.4814707063418583,2023-07-17,,,False,False
OPP-568,ACC-9215,AE-16,CMP-81,5933,5933.0,494.42,12,Closed Won,Closed,1.0,2024-01-01,,,True,True
OPP-569,ACC-2329,AE-11,CMP-81,12289,24578.0,1024.08,24,Closed Lost,Closed,0.0,2024-01-05,,,False,True
OPP-570,ACC-1007,AE-15,CMP-79,13074,13074.0,1089.5,12,Negotiation,Commit,0.1072424096434167,2023-11-14,,,False,False
OPP-571,ACC-6783,AE-18,CMP-59,20164,40328.0,1680.33,24,Demo,Commit,0.3385933917602119,2023-09-26,,,False,False
OPP-572,ACC-5158,AE-6,CMP-56,7103,14206.0,591.92,24,Closed Won,Closed,1.0,2023-06-26,2023-07-16,2025-07-05,True,True
OPP-573,ACC-4446,AE-14,CMP-68,23163,23163.0,1930.25,12,Demo,Commit,0.6810484258342362,2023-10-25,,,False,False
OPP-574,ACC-1016,AE-12,CMP-4,5409,10818.0,450.75,24,Discovery,Pipeline,0.20551313976077085,2023-06-13,,,False,False
OPP-575,ACC-6256,AE-6,CMP-51,24790,74370.0,2065.83,36,Demo,Best Case,0.17518765088226446,2023-08-18,,,False,False
OPP-576,ACC-2721,AE-6,CMP-16,12576,25152.0,1048.0,24,Proposal,Commit,0.2745162295786868,2023-10-11,,,False,False
OPP-577,ACC-460,AE-7,CMP-92,10146,30438.0,845.5,36,Closed Lost,Closed,0.0,2023-09-08,2023-09-16,,False,True
OPP-578,ACC-3078,AE-16,CMP-90,22014,22014.0,1834.5,12,Closed Won,Closed,1.0,2023-03-10,2023-04-11,2024-04-05,True,True
OPP-579,ACC-3624,AE-14,CMP-81,5264,10528.0,438.67,24,Closed Lost,Closed,0.0,2023-04-09,2023-04-30,,False,True
OPP-580,ACC-1154,AE-11,CMP-58,19447,58341.0,1620.58,36,Closed Won,Closed,1.0,2023-05-14,2023-06-01,2026-05-16,True,True
OPP-581,ACC-2413,AE-0,CMP-12,16755,33510.0,1396.25,24,Discovery,Best Case,0.48520470831762685,2022-09-07,,,False,False
OPP-582,ACC-5573,AE-0,CMP-55,11718,35154.0,976.5,36,Negotiation,Pipeline,0.331586528938014,2023-04-21,,,False,False
OPP-583,ACC-6534,AE-3,CMP-62,22411,67233.0,1867.58,36,Negotiation,Upside,0.6727751312067448,2023-06-28,,,False,False
OPP-584,ACC-599,AE-3,CMP-78,15956,31912.0,1329.67,24,Closed Lost,Closed,0.0,2023-12-01,2023-12-23,,False,True
OPP-585,ACC-4658,AE-0,CMP-84,20489,20489.0,1707.42,12,Demo,Commit,0.4124126228701568,2023-10-11,,,False,False
OPP-586,ACC-8447,AE-13,CMP-99,17563,52689.0,1463.58,36,Closed Lost,Closed,0.0,2023-12-27,,,False,True
OPP-587,ACC-265,AE-1,CMP-49,23895,71685.0,1991.25,36,Closed Won,Closed,1.0,2023-11-29,2023-12-24,2026-12-08,True,True
OPP-588,ACC-5742,AE-3,CMP-44,7311,21933.0,609.25,36,Closed Won,Closed,1.0,2023-08-10,2023-08-29,2026-08-13,True,True
OPP-589,ACC-8042,AE-11,CMP-49,11114,22228.0,926.17,24,Closed Won,Closed,1.0,2023-11-18,2023-12-21,2025-12-10,True,True
OPP-590,ACC-456,AE-11,CMP-66,8932,17864.0,744.33,24,Closed Lost,Closed,0.0,2023-05-14,2023-06-30,,False,True
OPP-591,ACC-1076,AE-12,CMP-66,22835,45670.0,1902.92,24,Closed Won,Closed,1.0,2022-08-20,2022-09-16,2024-09-05,True,True
OPP-592,ACC-9511,AE-17,CMP-1,6436,19308.0,536.33,36,Closed Lost,Closed,0.0,2023-09-02,2023-09-16,,False,True
OPP-593,ACC-8538,AE-6,CMP-20,15157,30314.0,1263.08,24,Closed Lost,Closed,0.0,2023-12-22,,,False,True
OPP-594,ACC-5950,AE-7,CMP-47,21161,42322.0,1763.42,24,Closed Lost,Closed,0.0,2023-12-16,,,False,True
OPP-595,ACC-4625,AE-18,CMP-85,14660,14660.0,1221.67,12,Closed Lost,Closed,0.0,2023-10-05,2023-10-28,,False,True
OPP-596,ACC-1835,AE-13,CMP-3,6623,19869.0,551.92,36,Discovery,Commit,0.607088186325912,2023-03-08,,,False,False
OPP-597,ACC-9980,AE-15,CMP-88,21542,21542.0,1795.17,12,Discovery,Pipeline,0.7210371210055597,2023-07-10,,,False,False
OPP-598,ACC-4312,AE-7,CMP-12,19157,38314.0,1596.42,24,Closed Lost,Closed,0.0,2022-09-13,2022-09-26,,False,True
OPP-599,ACC-4315,AE-17,CMP-64,23937,47874.0,1994.75,24,Closed Won,Closed,1.0,2023-10-11,2023-10-25,2025-10-14,True,True
OPP-600,ACC-3522,AE-9,CMP-61,9150,27450.0,762.5,36,Demo,Pipeline,0.6107440806554912,2023-06-22,,,False,False
OPP-601,ACC-6479,AE-9,CMP-4,16157,32314.0,1346.42,24,Closed Lost,Closed,0.0,2022-10-12,2022-11-12,,False,True
OPP-602,ACC-3248,AE-15,CMP-35,11282,33846.0,940.17,36,Closed Lost,Closed,0.0,2023-08-04,2023-08-28,,False,True
OPP-603,ACC-5310,AE-4,CMP-65,6283,6283.0,523.58,12,Closed Lost,Closed,0.0,2023-09-24,2023-10-11,,False,True
OPP-604,ACC-651,AE-3,CMP-8,9207,27621.0,767.25,36,Closed Won,Closed,1.0,2023-12-22,,,True,True
OPP-605,ACC-4869,AE-5,CMP-87,23295,46590.0,1941.25,24,Closed Won,Closed,1.0,2023-11-13,2023-11-28,2025-11-17,True,True
OPP-606,ACC-2648,AE-16,CMP-42,10428,10428.0,869.0,12,Proposal,Commit,0.3847022278776081,2023-07-01,,,False,False
OPP-607,ACC-491,AE-1,CMP-93,8327,24981.0,693.92,36,Closed Lost,Closed,0.0,2023-11-11,2023-11-19,,False,True
OPP-608,ACC-5190,AE-17,CMP-37,19627,19627.0,1635.58,12,Closed Won,Closed,1.0,2023-07-18,2023-08-18,2024-08-12,True,True
OPP-609,ACC-6170,AE-18,CMP-74,22945,45890.0,1912.08,24,Closed Lost,Closed,0.0,2023-06-05,2023-06-19,,False,True
OPP-610,ACC-1950,AE-18,CMP-84,5309,15927.0,442.42,36,Closed Lost,Closed,0.0,2023-12-18,,,False,True
OPP-611,ACC-7165,AE-4,CMP-21,24881,24881.0,2073.42,12,Closed Lost,Closed,0.0,2023-09-17,2023-10-14,,False,True
OPP-612,ACC-2064,AE-1,CMP-63,23481,70443.0,1956.75,36,Closed Won,Closed,1.0,2023-10-19,2023-11-04,2026-10-19,True,True
OPP-613,ACC-7738,AE-3,CMP-43,5512,11024.0,459.33,24,Closed Lost,Closed,0.0,2023-11-12,2023-12-08,,False,True
OPP-614,ACC-5806,AE-4,CMP-23,20910,41820.0,1742.5,24,Negotiation,Upside,0.6966824536985013,2023-10-07,,,False,False
OPP-615,ACC-8177,AE-1,CMP-64,16192,32384.0,1349.33,24,Negotiation,Pipeline,0.4522703232812699,2023-04-05,,,False,False
OPP-616,ACC-1154,AE-0,CMP-81,11390,34170.0,949.17,36,Closed Won,Closed,1.0,2023-07-29,2023-08-16,2026-07-31,True,True
OPP-617,ACC-7120,AE-16,CMP-50,198872,397744.0,16572.67,24,Closed Won,Closed,1.0,2023-11-04,2023-12-04,2025-11-23,True,True
OPP-618,ACC-7860,AE-16,CMP-36,17616,35232.0,1468.0,24,Closed Lost,Closed,0.0,2023-02-16,2023-03-24,,False,True
OPP-619,ACC-5089,AE-15,CMP-56,17520,52560.0,1460.0,36,Closed Lost,Closed,0.0,2023-07-28,2023-08-26,,False,True
OPP-620,ACC-8733,AE-8,CMP-5,24287,48574.0,2023.92,24,Closed Lost,Closed,0.0,2023-10-10,2023-11-07,,False,True
OPP-621,ACC-5081,AE-1,CMP-70,11440,11440.0,953.33,12,Closed Lost,Closed,0.0,2023-12-03,2023-12-19,,False,True
OPP-622,ACC-346,AE-8,CMP-36,5910,17730.0,492.5,36,Closed Lost,Closed,0.0,2022-08-31,2022-09-26,,False,True
OPP-623,ACC-6350,AE-19,CMP-77,13078,39234.0,1089.83,36,Closed Won,Closed,1.0,2022-11-13,2022-12-11,2025-11-25,True,True
OPP-624,ACC-5131,AE-7,CMP-19,19537,19537.0,1628.08,12,Closed Lost,Closed,0.0,2023-12-17,,,False,True
OPP-625,ACC-5025,AE-8,CMP-19,17007,34014.0,1417.25,24,Closed Lost,Closed,0.0,2023-07-11,2023-08-17,,False,True
OPP-626,ACC-5755,AE-6,CMP-76,8932,17864.0,744.33,24,Proposal,Commit,0.5312918828605899,2022-05-17,,,False,False
OPP-627,ACC-8294,AE-9,CMP-47,9260,9260.0,771.67,12,Closed Won,Closed,1.0,2023-12-07,,,True,True
OPP-628,ACC-4743,AE-12,CMP-36,77130,154260.0,6427.5,24,Closed Won,Closed,1.0,2023-01-03,2023-03-09,2025-02-26,True,True
OPP-629,ACC-2068,AE-15,CMP-35,14125,42375.0,1177.08,36,Closed Won,Closed,1.0,2023-10-25,2023-11-18,2026-11-02,True,True
OPP-630,ACC-9222,AE-11,CMP-64,21567,43134.0,1797.25,24,Closed Lost,Closed,0.0,2023-04-01,2023-04-19,,False,True
OPP-631,ACC-5094,AE-15,CMP-57,10773,32319.0,897.75,36,Proposal,Upside,0.3372369265139768,2022-07-12,,,False,False
OPP-632,ACC-5270,AE-18,CMP-16,15681,15681.0,1306.75,12,Proposal,Upside,0.7801317823230602,2023-09-26,,,False,False
OPP-633,ACC-5666,AE-1,CMP-70,5209,15627.0,434.08,36,Closed Lost,Closed,0.0,2024-01-06,,,False,True
OPP-634,ACC-9303,AE-4,CMP-85,24078,48156.0,2006.5,24,Closed Lost,Closed,0.0,2023-08-01,2023-09-07,,False,True
OPP-635,ACC-5711,AE-14,CMP-77,210626,631878.0,17552.17,36,Demo,Best Case,0.4922522434303295,2022-07-23,,,False,False
OPP-636,ACC-3129,AE-19,CMP-88,10499,20998.0,874.92,24,Closed Lost,Closed,0.0,2023-01-30,2023-03-08,,False,True
OPP-637,ACC-242,AE-8,CMP-13,144243,432729.0,12020.25,36,Proposal,Best Case,0.778363783755561,2023-10-28,,,False,False
OPP-638,ACC-4722,AE-6,CMP-41,7600,15200.0,633.33,24,Closed Won,Closed,1.0,2023-08-12,2023-09-01,2025-08-21,True,True
OPP-639,ACC-8135,AE-11,CMP-62,19898,59694.0,1658.17,36,Proposal,Commit,0.16464917849663363,2023-08-12,,,False,False
OPP-640,ACC-9382,AE-16,CMP-7,17797,35594.0,1483.08,24,Proposal,Pipeline,0.13593378751121085,2022-01-24,,,False,False
OPP-641,ACC-6771,AE-16,CMP-79,21805,21805.0,1817.08,12,Closed Won,Closed,1.0,2023-10-01,2023-10-17,2024-10-11,True,True
OPP-642,ACC-7093,AE-10,CMP-31,6150,12300.0,512.5,24,Closed Won,Closed,1.0,2023-05-20,2023-06-23,2025-06-12,True,True
OPP-643,ACC-774,AE-19,CMP-43,17697,35394.0,1474.75,24,Negotiation,Upside,0.6147673174048497,2024-01-05,,,False,False
OPP-644,ACC-7400,AE-19,CMP-56,12814,25628.0,1067.83,24,Closed Lost,Closed,0.0,2023-09-26,2023-10-16,,False,True
OPP-645,ACC-8937,AE-15,CMP-98,21990,43980.0,1832.5,24,Demo,Upside,0.45706544782502945,2023-06-19,,,False,False
OPP-646,ACC-6644,AE-13,CMP-21,16660,49980.0,1388.33,36,Negotiation,Best Case,0.1969134644662376,2023-11-04,,,False,False
OPP-647,ACC-7058,AE-17,CMP-92,9556,28668.0,796.33,36,Proposal,Commit,0.5542270764185538,2023-10-02,,,False,False
OPP-648,ACC-8911,AE-4,CMP-93,5917,11834.0,493.08,24,Proposal,Pipeline,0.47688142930298094,2023-12-20,,,False,False
OPP-649,ACC-4710,AE-9,CMP-34,7254,14508.0,604.5,24,Closed Won,Closed,1.0,2023-12-07,2023-12-30,2025-12-19,True,True
OPP-650,ACC-7815,AE-5,CMP-76,23148,46296.0,1929.0,24,Closed Won,Closed,1.0,2023-10-06,2023-10-22,2025-10-11,True,True
OPP-651,ACC-1427,AE-7,CMP-99,228520,457040.0,19043.33,24,Closed Lost,Closed,0.0,2023-11-05,,,False,True
OPP-652,ACC-8541,AE-0,CMP-82,13829,41487.0,1152.42,36,Closed Won,Closed,1.0,2023-09-01,2023-09-24,2026-09-08,True,True
OPP-653,ACC-3179,AE-9,CMP-47,21389,21389.0,1782.42,12,Closed Lost,Closed,0.0,2023-12-23,,,False,True
OPP-654,ACC-705,AE-5,CMP-84,226483,226483.0,18873.58,12,Proposal,Pipeline,0.26351571360490583,2024-01-04,,,False,False
OPP-655,ACC-5292,AE-6,CMP-40,20396,20396.0,1699.67,12,Closed Lost,Closed,0.0,2022-03-27,2022-04-15,,False,True
OPP-656,ACC-612,AE-18,CMP-56,20529,20529.0,1710.75,12,Closed Lost,Closed,0.0,2023-11-20,2023-12-24,,False,True
OPP-657,ACC-837,AE-17,CMP-65,16740,33480.0,1395.0,24,Closed Won,Closed,1.0,2023-08-03,2023-09-07,2025-08-27,True,True
OPP-658,ACC-7029,AE-7,CMP-29,22275,44550.0,1856.25,24,Closed Won,Closed,1.0,2023-09-28,2023-10-27,2025-10-16,True,True
OPP-659,ACC-235,AE-9,CMP-71,5770,17310.0,480.83,36,Closed Lost,Closed,0.0,2023-12-10,2023-12-27,,False,True
OPP-660,ACC-8498,AE-5,CMP-28,12232,36696.0,1019.33,36,Closed Won,Closed,1.0,2023-04-26,2023-05-22,2026-05-06,True,True
OPP-661,ACC-7732,AE-2,CMP-89,8325,16650.0,693.75,24,Closed Won,Closed,1.0,2023-10-23,2023-11-24,2025-11-13,True,True
OPP-662,ACC-7111,AE-2,CMP-45,243099,486198.0,20258.25,24,Closed Lost,Closed,0.0,2023-09-30,2023-12-19,,False,True
